W0420 01:27:08.617000 83181 torch/distributed/run.py:852] 
W0420 01:27:08.617000 83181 torch/distributed/run.py:852] *****************************************
W0420 01:27:08.617000 83181 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0420 01:27:08.617000 83181 torch/distributed/run.py:852] *****************************************
[Gloo] Rank 0 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 1 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 5 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 3 is connected to 7 peer ranks. [Gloo] Rank Expected number of connected peer ranks is : 67 is connected to 
7 peer ranks. [Gloo] Rank Expected number of connected peer ranks is : 47 is connected to [Gloo] Rank 
27 is connected to  peer ranks. 7Expected number of connected peer ranks is :  peer ranks. 7Expected number of connected peer ranks is : 
7
[Gloo] Rank 7 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 93727.46it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 90687.65it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 101067.57it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 93206.76it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 90687.65it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 87381.33it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 83886.08it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 89240.51it/s]
logs/5f55e453-9460-4a7a-a5f3-93f46256ccac.txt
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 478, 479, 480, 481, 958, 959, 960, 961, 1438, 1439, 1440, 1441] for warmup
Resetting Model
step:0/1480 val_loss:10.8279 train_time:0ms step_avg:0.03ms
step:1/1480 train_time:77ms step_avg:76.67ms
step:57/1480 train_time:1786ms step_avg:31.34ms
step:58/1480 train_time:1820ms step_avg:31.39ms
step:59/1480 train_time:1848ms step_avg:31.33ms
step:60/1480 train_time:1882ms step_avg:31.36ms
step:61/1480 train_time:1910ms step_avg:31.31ms
step:62/1480 train_time:1943ms step_avg:31.35ms
step:63/1480 train_time:1972ms step_avg:31.30ms
step:64/1480 train_time:2006ms step_avg:31.34ms
step:65/1480 train_time:2034ms step_avg:31.29ms
step:66/1480 train_time:2068ms step_avg:31.33ms
step:67/1480 train_time:2097ms step_avg:31.30ms
step:68/1480 train_time:2130ms step_avg:31.33ms
step:69/1480 train_time:2159ms step_avg:31.29ms
step:70/1480 train_time:2192ms step_avg:31.32ms
step:71/1480 train_time:2221ms step_avg:31.28ms
step:72/1480 train_time:2254ms step_avg:31.31ms
step:73/1480 train_time:2282ms step_avg:31.27ms
step:74/1480 train_time:2316ms step_avg:31.30ms
step:75/1480 train_time:2344ms step_avg:31.25ms
step:76/1480 train_time:2378ms step_avg:31.28ms
step:77/1480 train_time:2406ms step_avg:31.24ms
step:78/1480 train_time:2439ms step_avg:31.28ms
step:79/1480 train_time:2468ms step_avg:31.24ms
step:80/1480 train_time:2502ms step_avg:31.27ms
step:81/1480 train_time:2530ms step_avg:31.23ms
step:82/1480 train_time:2564ms step_avg:31.27ms
step:83/1480 train_time:2593ms step_avg:31.24ms
step:84/1480 train_time:2626ms step_avg:31.26ms
step:85/1480 train_time:2655ms step_avg:31.23ms
step:86/1480 train_time:2688ms step_avg:31.26ms
step:87/1480 train_time:2717ms step_avg:31.22ms
step:88/1480 train_time:2750ms step_avg:31.25ms
step:89/1480 train_time:2778ms step_avg:31.22ms
step:90/1480 train_time:2812ms step_avg:31.24ms
step:91/1480 train_time:2840ms step_avg:31.21ms
step:92/1480 train_time:2873ms step_avg:31.23ms
step:93/1480 train_time:2902ms step_avg:31.20ms
step:94/1480 train_time:2935ms step_avg:31.23ms
step:95/1480 train_time:2963ms step_avg:31.19ms
step:96/1480 train_time:2997ms step_avg:31.22ms
step:97/1480 train_time:3025ms step_avg:31.19ms
step:98/1480 train_time:3059ms step_avg:31.22ms
step:99/1480 train_time:3087ms step_avg:31.19ms
step:100/1480 train_time:3122ms step_avg:31.22ms
step:101/1480 train_time:3150ms step_avg:31.18ms
step:102/1480 train_time:3184ms step_avg:31.21ms
step:103/1480 train_time:3212ms step_avg:31.18ms
step:104/1480 train_time:3245ms step_avg:31.20ms
step:105/1480 train_time:3274ms step_avg:31.18ms
step:106/1480 train_time:3308ms step_avg:31.21ms
step:107/1480 train_time:3336ms step_avg:31.18ms
step:108/1480 train_time:3370ms step_avg:31.20ms
step:109/1480 train_time:3398ms step_avg:31.18ms
step:110/1480 train_time:3432ms step_avg:31.20ms
step:111/1480 train_time:3460ms step_avg:31.17ms
step:112/1480 train_time:3494ms step_avg:31.19ms
step:113/1480 train_time:3522ms step_avg:31.17ms
step:114/1480 train_time:3556ms step_avg:31.19ms
step:115/1480 train_time:3583ms step_avg:31.16ms
step:116/1480 train_time:3617ms step_avg:31.18ms
step:117/1480 train_time:3645ms step_avg:31.16ms
step:118/1480 train_time:3680ms step_avg:31.18ms
step:119/1480 train_time:3707ms step_avg:31.16ms
step:120/1480 train_time:3742ms step_avg:31.18ms
step:121/1480 train_time:3769ms step_avg:31.15ms
step:122/1480 train_time:3803ms step_avg:31.17ms
step:123/1480 train_time:3832ms step_avg:31.15ms
step:124/1480 train_time:3866ms step_avg:31.17ms
step:125/1480 train_time:3894ms step_avg:31.15ms
step:126/1480 train_time:3928ms step_avg:31.17ms
step:127/1480 train_time:3956ms step_avg:31.15ms
step:128/1480 train_time:3990ms step_avg:31.17ms
step:129/1480 train_time:4018ms step_avg:31.15ms
step:130/1480 train_time:4052ms step_avg:31.17ms
step:131/1480 train_time:4080ms step_avg:31.14ms
step:132/1480 train_time:4114ms step_avg:31.16ms
step:133/1480 train_time:4142ms step_avg:31.14ms
step:134/1480 train_time:4175ms step_avg:31.16ms
step:135/1480 train_time:4203ms step_avg:31.14ms
step:136/1480 train_time:4237ms step_avg:31.15ms
step:137/1480 train_time:4265ms step_avg:31.13ms
step:138/1480 train_time:4299ms step_avg:31.15ms
step:139/1480 train_time:4327ms step_avg:31.13ms
step:140/1480 train_time:4361ms step_avg:31.15ms
step:141/1480 train_time:4389ms step_avg:31.13ms
step:142/1480 train_time:4423ms step_avg:31.15ms
step:143/1480 train_time:4451ms step_avg:31.13ms
step:144/1480 train_time:4485ms step_avg:31.14ms
step:145/1480 train_time:4513ms step_avg:31.12ms
step:146/1480 train_time:4546ms step_avg:31.14ms
step:147/1480 train_time:4575ms step_avg:31.12ms
step:148/1480 train_time:4608ms step_avg:31.14ms
step:149/1480 train_time:4636ms step_avg:31.12ms
step:150/1480 train_time:4670ms step_avg:31.13ms
step:151/1480 train_time:4699ms step_avg:31.12ms
step:152/1480 train_time:4732ms step_avg:31.13ms
step:153/1480 train_time:4761ms step_avg:31.12ms
step:154/1480 train_time:4794ms step_avg:31.13ms
step:155/1480 train_time:4822ms step_avg:31.11ms
step:156/1480 train_time:4856ms step_avg:31.13ms
step:157/1480 train_time:4884ms step_avg:31.11ms
step:158/1480 train_time:4918ms step_avg:31.13ms
step:159/1480 train_time:4946ms step_avg:31.11ms
step:160/1480 train_time:4980ms step_avg:31.12ms
step:161/1480 train_time:5008ms step_avg:31.10ms
step:162/1480 train_time:5042ms step_avg:31.12ms
step:163/1480 train_time:5070ms step_avg:31.10ms
step:164/1480 train_time:5103ms step_avg:31.12ms
step:165/1480 train_time:5131ms step_avg:31.10ms
step:166/1480 train_time:5165ms step_avg:31.12ms
step:167/1480 train_time:5194ms step_avg:31.10ms
step:168/1480 train_time:5227ms step_avg:31.11ms
step:169/1480 train_time:5256ms step_avg:31.10ms
step:170/1480 train_time:5289ms step_avg:31.11ms
step:171/1480 train_time:5318ms step_avg:31.10ms
step:172/1480 train_time:5351ms step_avg:31.11ms
step:173/1480 train_time:5379ms step_avg:31.10ms
step:174/1480 train_time:5413ms step_avg:31.11ms
step:175/1480 train_time:5441ms step_avg:31.09ms
step:176/1480 train_time:5475ms step_avg:31.11ms
step:177/1480 train_time:5503ms step_avg:31.09ms
step:178/1480 train_time:5536ms step_avg:31.10ms
step:179/1480 train_time:5564ms step_avg:31.09ms
step:180/1480 train_time:5598ms step_avg:31.10ms
step:181/1480 train_time:5626ms step_avg:31.08ms
step:182/1480 train_time:5660ms step_avg:31.10ms
step:183/1480 train_time:5688ms step_avg:31.08ms
step:184/1480 train_time:5722ms step_avg:31.10ms
step:185/1480 train_time:5750ms step_avg:31.08ms
step:186/1480 train_time:5784ms step_avg:31.09ms
step:187/1480 train_time:5812ms step_avg:31.08ms
step:188/1480 train_time:5845ms step_avg:31.09ms
step:189/1480 train_time:5874ms step_avg:31.08ms
step:190/1480 train_time:5908ms step_avg:31.09ms
step:191/1480 train_time:5936ms step_avg:31.08ms
step:192/1480 train_time:5970ms step_avg:31.09ms
step:193/1480 train_time:5998ms step_avg:31.08ms
step:194/1480 train_time:6032ms step_avg:31.09ms
step:195/1480 train_time:6060ms step_avg:31.08ms
step:196/1480 train_time:6093ms step_avg:31.09ms
step:197/1480 train_time:6121ms step_avg:31.07ms
step:198/1480 train_time:6155ms step_avg:31.09ms
step:199/1480 train_time:6183ms step_avg:31.07ms
step:200/1480 train_time:6217ms step_avg:31.08ms
step:201/1480 train_time:6245ms step_avg:31.07ms
step:202/1480 train_time:6278ms step_avg:31.08ms
step:203/1480 train_time:6306ms step_avg:31.07ms
step:204/1480 train_time:6341ms step_avg:31.08ms
step:205/1480 train_time:6369ms step_avg:31.07ms
step:206/1480 train_time:6402ms step_avg:31.08ms
step:207/1480 train_time:6430ms step_avg:31.06ms
step:208/1480 train_time:6464ms step_avg:31.08ms
step:209/1480 train_time:6492ms step_avg:31.06ms
step:210/1480 train_time:6526ms step_avg:31.08ms
step:211/1480 train_time:6554ms step_avg:31.06ms
step:212/1480 train_time:6588ms step_avg:31.07ms
step:213/1480 train_time:6616ms step_avg:31.06ms
step:214/1480 train_time:6649ms step_avg:31.07ms
step:215/1480 train_time:6678ms step_avg:31.06ms
step:216/1480 train_time:6711ms step_avg:31.07ms
step:217/1480 train_time:6740ms step_avg:31.06ms
step:218/1480 train_time:6773ms step_avg:31.07ms
step:219/1480 train_time:6801ms step_avg:31.06ms
step:220/1480 train_time:6835ms step_avg:31.07ms
step:221/1480 train_time:6863ms step_avg:31.05ms
step:222/1480 train_time:6897ms step_avg:31.07ms
step:223/1480 train_time:6925ms step_avg:31.05ms
step:224/1480 train_time:6959ms step_avg:31.07ms
step:225/1480 train_time:6986ms step_avg:31.05ms
step:226/1480 train_time:7020ms step_avg:31.06ms
step:227/1480 train_time:7048ms step_avg:31.05ms
step:228/1480 train_time:7082ms step_avg:31.06ms
step:229/1480 train_time:7110ms step_avg:31.05ms
step:230/1480 train_time:7144ms step_avg:31.06ms
step:231/1480 train_time:7172ms step_avg:31.05ms
step:232/1480 train_time:7206ms step_avg:31.06ms
step:233/1480 train_time:7234ms step_avg:31.05ms
step:234/1480 train_time:7268ms step_avg:31.06ms
step:235/1480 train_time:7297ms step_avg:31.05ms
step:236/1480 train_time:7330ms step_avg:31.06ms
step:237/1480 train_time:7358ms step_avg:31.05ms
step:238/1480 train_time:7392ms step_avg:31.06ms
step:239/1480 train_time:7420ms step_avg:31.05ms
step:240/1480 train_time:7454ms step_avg:31.06ms
step:241/1480 train_time:7482ms step_avg:31.05ms
step:242/1480 train_time:7516ms step_avg:31.06ms
step:243/1480 train_time:7544ms step_avg:31.05ms
step:244/1480 train_time:7577ms step_avg:31.06ms
step:245/1480 train_time:7605ms step_avg:31.04ms
step:246/1480 train_time:7639ms step_avg:31.05ms
step:247/1480 train_time:7667ms step_avg:31.04ms
step:248/1480 train_time:7701ms step_avg:31.05ms
step:249/1480 train_time:7729ms step_avg:31.04ms
step:250/1480 train_time:7763ms step_avg:31.05ms
step:250/1480 val_loss:4.5047 train_time:7800ms step_avg:31.20ms
step:251/1480 train_time:7814ms step_avg:31.13ms
step:252/1480 train_time:7830ms step_avg:31.07ms
step:253/1480 train_time:7855ms step_avg:31.05ms
step:254/1480 train_time:7892ms step_avg:31.07ms
step:255/1480 train_time:7920ms step_avg:31.06ms
step:256/1480 train_time:7956ms step_avg:31.08ms
step:257/1480 train_time:7985ms step_avg:31.07ms
step:258/1480 train_time:8019ms step_avg:31.08ms
step:259/1480 train_time:8048ms step_avg:31.07ms
step:260/1480 train_time:8081ms step_avg:31.08ms
step:261/1480 train_time:8110ms step_avg:31.07ms
step:262/1480 train_time:8144ms step_avg:31.08ms
step:263/1480 train_time:8172ms step_avg:31.07ms
step:264/1480 train_time:8205ms step_avg:31.08ms
step:265/1480 train_time:8233ms step_avg:31.07ms
step:266/1480 train_time:8267ms step_avg:31.08ms
step:267/1480 train_time:8295ms step_avg:31.07ms
step:268/1480 train_time:8328ms step_avg:31.07ms
step:269/1480 train_time:8356ms step_avg:31.06ms
step:270/1480 train_time:8389ms step_avg:31.07ms
step:271/1480 train_time:8417ms step_avg:31.06ms
step:272/1480 train_time:8451ms step_avg:31.07ms
step:273/1480 train_time:8479ms step_avg:31.06ms
step:274/1480 train_time:8513ms step_avg:31.07ms
step:275/1480 train_time:8540ms step_avg:31.06ms
step:276/1480 train_time:8574ms step_avg:31.07ms
step:277/1480 train_time:8602ms step_avg:31.05ms
step:278/1480 train_time:8635ms step_avg:31.06ms
step:279/1480 train_time:8663ms step_avg:31.05ms
step:280/1480 train_time:8697ms step_avg:31.06ms
step:281/1480 train_time:8725ms step_avg:31.05ms
step:282/1480 train_time:8758ms step_avg:31.06ms
step:283/1480 train_time:8787ms step_avg:31.05ms
step:284/1480 train_time:8821ms step_avg:31.06ms
step:285/1480 train_time:8849ms step_avg:31.05ms
step:286/1480 train_time:8883ms step_avg:31.06ms
step:287/1480 train_time:8912ms step_avg:31.05ms
step:288/1480 train_time:8945ms step_avg:31.06ms
step:289/1480 train_time:8973ms step_avg:31.05ms
step:290/1480 train_time:9007ms step_avg:31.06ms
step:291/1480 train_time:9035ms step_avg:31.05ms
step:292/1480 train_time:9070ms step_avg:31.06ms
step:293/1480 train_time:9098ms step_avg:31.05ms
step:294/1480 train_time:9131ms step_avg:31.06ms
step:295/1480 train_time:9159ms step_avg:31.05ms
step:296/1480 train_time:9193ms step_avg:31.06ms
step:297/1480 train_time:9221ms step_avg:31.05ms
step:298/1480 train_time:9255ms step_avg:31.06ms
step:299/1480 train_time:9283ms step_avg:31.05ms
step:300/1480 train_time:9317ms step_avg:31.06ms
step:301/1480 train_time:9346ms step_avg:31.05ms
step:302/1480 train_time:9379ms step_avg:31.06ms
step:303/1480 train_time:9407ms step_avg:31.05ms
step:304/1480 train_time:9441ms step_avg:31.06ms
step:305/1480 train_time:9469ms step_avg:31.05ms
step:306/1480 train_time:9503ms step_avg:31.05ms
step:307/1480 train_time:9531ms step_avg:31.04ms
step:308/1480 train_time:9564ms step_avg:31.05ms
step:309/1480 train_time:9592ms step_avg:31.04ms
step:310/1480 train_time:9626ms step_avg:31.05ms
step:311/1480 train_time:9654ms step_avg:31.04ms
step:312/1480 train_time:9687ms step_avg:31.05ms
step:313/1480 train_time:9715ms step_avg:31.04ms
step:314/1480 train_time:9749ms step_avg:31.05ms
step:315/1480 train_time:9777ms step_avg:31.04ms
step:316/1480 train_time:9811ms step_avg:31.05ms
step:317/1480 train_time:9839ms step_avg:31.04ms
step:318/1480 train_time:9873ms step_avg:31.05ms
step:319/1480 train_time:9901ms step_avg:31.04ms
step:320/1480 train_time:9934ms step_avg:31.04ms
step:321/1480 train_time:9962ms step_avg:31.03ms
step:322/1480 train_time:9996ms step_avg:31.04ms
step:323/1480 train_time:10024ms step_avg:31.04ms
step:324/1480 train_time:10058ms step_avg:31.04ms
step:325/1480 train_time:10087ms step_avg:31.04ms
step:326/1480 train_time:10120ms step_avg:31.04ms
step:327/1480 train_time:10149ms step_avg:31.04ms
step:328/1480 train_time:10182ms step_avg:31.04ms
step:329/1480 train_time:10211ms step_avg:31.04ms
step:330/1480 train_time:10245ms step_avg:31.04ms
step:331/1480 train_time:10273ms step_avg:31.04ms
step:332/1480 train_time:10307ms step_avg:31.04ms
step:333/1480 train_time:10335ms step_avg:31.04ms
step:334/1480 train_time:10368ms step_avg:31.04ms
step:335/1480 train_time:10396ms step_avg:31.03ms
step:336/1480 train_time:10430ms step_avg:31.04ms
step:337/1480 train_time:10458ms step_avg:31.03ms
step:338/1480 train_time:10492ms step_avg:31.04ms
step:339/1480 train_time:10520ms step_avg:31.03ms
step:340/1480 train_time:10554ms step_avg:31.04ms
step:341/1480 train_time:10582ms step_avg:31.03ms
step:342/1480 train_time:10616ms step_avg:31.04ms
step:343/1480 train_time:10644ms step_avg:31.03ms
step:344/1480 train_time:10678ms step_avg:31.04ms
step:345/1480 train_time:10706ms step_avg:31.03ms
step:346/1480 train_time:10739ms step_avg:31.04ms
step:347/1480 train_time:10767ms step_avg:31.03ms
step:348/1480 train_time:10801ms step_avg:31.04ms
step:349/1480 train_time:10829ms step_avg:31.03ms
step:350/1480 train_time:10862ms step_avg:31.04ms
step:351/1480 train_time:10891ms step_avg:31.03ms
step:352/1480 train_time:10924ms step_avg:31.03ms
step:353/1480 train_time:10952ms step_avg:31.03ms
step:354/1480 train_time:10986ms step_avg:31.03ms
step:355/1480 train_time:11014ms step_avg:31.03ms
step:356/1480 train_time:11048ms step_avg:31.03ms
step:357/1480 train_time:11076ms step_avg:31.03ms
step:358/1480 train_time:11111ms step_avg:31.04ms
step:359/1480 train_time:11139ms step_avg:31.03ms
step:360/1480 train_time:11172ms step_avg:31.03ms
step:361/1480 train_time:11200ms step_avg:31.03ms
step:362/1480 train_time:11234ms step_avg:31.03ms
step:363/1480 train_time:11262ms step_avg:31.02ms
step:364/1480 train_time:11296ms step_avg:31.03ms
step:365/1480 train_time:11324ms step_avg:31.02ms
step:366/1480 train_time:11357ms step_avg:31.03ms
step:367/1480 train_time:11386ms step_avg:31.02ms
step:368/1480 train_time:11419ms step_avg:31.03ms
step:369/1480 train_time:11447ms step_avg:31.02ms
step:370/1480 train_time:11481ms step_avg:31.03ms
step:371/1480 train_time:11510ms step_avg:31.02ms
step:372/1480 train_time:11543ms step_avg:31.03ms
step:373/1480 train_time:11571ms step_avg:31.02ms
step:374/1480 train_time:11605ms step_avg:31.03ms
step:375/1480 train_time:11633ms step_avg:31.02ms
step:376/1480 train_time:11666ms step_avg:31.03ms
step:377/1480 train_time:11695ms step_avg:31.02ms
step:378/1480 train_time:11728ms step_avg:31.03ms
step:379/1480 train_time:11756ms step_avg:31.02ms
step:380/1480 train_time:11790ms step_avg:31.03ms
step:381/1480 train_time:11818ms step_avg:31.02ms
step:382/1480 train_time:11852ms step_avg:31.03ms
step:383/1480 train_time:11880ms step_avg:31.02ms
step:384/1480 train_time:11914ms step_avg:31.03ms
step:385/1480 train_time:11941ms step_avg:31.02ms
step:386/1480 train_time:11975ms step_avg:31.02ms
step:387/1480 train_time:12004ms step_avg:31.02ms
step:388/1480 train_time:12038ms step_avg:31.02ms
step:389/1480 train_time:12066ms step_avg:31.02ms
step:390/1480 train_time:12100ms step_avg:31.02ms
step:391/1480 train_time:12128ms step_avg:31.02ms
step:392/1480 train_time:12161ms step_avg:31.02ms
step:393/1480 train_time:12189ms step_avg:31.02ms
step:394/1480 train_time:12223ms step_avg:31.02ms
step:395/1480 train_time:12251ms step_avg:31.02ms
step:396/1480 train_time:12285ms step_avg:31.02ms
step:397/1480 train_time:12313ms step_avg:31.02ms
step:398/1480 train_time:12347ms step_avg:31.02ms
step:399/1480 train_time:12375ms step_avg:31.01ms
step:400/1480 train_time:12409ms step_avg:31.02ms
step:401/1480 train_time:12437ms step_avg:31.01ms
step:402/1480 train_time:12470ms step_avg:31.02ms
step:403/1480 train_time:12498ms step_avg:31.01ms
step:404/1480 train_time:12532ms step_avg:31.02ms
step:405/1480 train_time:12560ms step_avg:31.01ms
step:406/1480 train_time:12594ms step_avg:31.02ms
step:407/1480 train_time:12622ms step_avg:31.01ms
step:408/1480 train_time:12655ms step_avg:31.02ms
step:409/1480 train_time:12684ms step_avg:31.01ms
step:410/1480 train_time:12717ms step_avg:31.02ms
step:411/1480 train_time:12746ms step_avg:31.01ms
step:412/1480 train_time:12780ms step_avg:31.02ms
step:413/1480 train_time:12808ms step_avg:31.01ms
step:414/1480 train_time:12842ms step_avg:31.02ms
step:415/1480 train_time:12870ms step_avg:31.01ms
step:416/1480 train_time:12903ms step_avg:31.02ms
step:417/1480 train_time:12931ms step_avg:31.01ms
step:418/1480 train_time:12965ms step_avg:31.02ms
step:419/1480 train_time:12993ms step_avg:31.01ms
step:420/1480 train_time:13027ms step_avg:31.02ms
step:421/1480 train_time:13055ms step_avg:31.01ms
step:422/1480 train_time:13089ms step_avg:31.02ms
step:423/1480 train_time:13117ms step_avg:31.01ms
step:424/1480 train_time:13151ms step_avg:31.02ms
step:425/1480 train_time:13179ms step_avg:31.01ms
step:426/1480 train_time:13213ms step_avg:31.02ms
step:427/1480 train_time:13241ms step_avg:31.01ms
step:428/1480 train_time:13274ms step_avg:31.01ms
step:429/1480 train_time:13302ms step_avg:31.01ms
step:430/1480 train_time:13336ms step_avg:31.01ms
step:431/1480 train_time:13364ms step_avg:31.01ms
