W0420 01:13:27.999000 71072 torch/distributed/run.py:852] 
W0420 01:13:27.999000 71072 torch/distributed/run.py:852] *****************************************
W0420 01:13:27.999000 71072 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0420 01:13:27.999000 71072 torch/distributed/run.py:852] *****************************************
[Gloo] Rank 0 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 1 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 4 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 2 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 3 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank [Gloo] Rank 65 is connected to  is connected to [Gloo] Rank 777 peer ranks.  peer ranks.  is connected to Expected number of connected peer ranks is : Expected number of connected peer ranks is : 777 peer ranks. 

Expected number of connected peer ranks is : 7
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 92691.80it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 91180.52it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 91678.78it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 96978.13it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 92182.51it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 56679.78it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 101067.57it/s]
logs/9c444c3e-8004-44e7-8df8-71923f047e0e.txt
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 53430.62it/s]
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 478, 479, 480, 481, 958, 959, 960, 961, 1438, 1439, 1440, 1441] for warmup
Resetting Model
step:0/1480 val_loss:10.8320 train_time:0ms step_avg:0.03ms
step:1/1480 train_time:71ms step_avg:71.38ms
step:59/1480 train_time:1840ms step_avg:31.19ms
step:60/1480 train_time:1874ms step_avg:31.24ms
step:61/1480 train_time:1902ms step_avg:31.18ms
step:62/1480 train_time:1936ms step_avg:31.23ms
step:63/1480 train_time:1964ms step_avg:31.17ms
step:64/1480 train_time:1998ms step_avg:31.23ms
step:65/1480 train_time:2026ms step_avg:31.17ms
step:66/1480 train_time:2060ms step_avg:31.22ms
step:67/1480 train_time:2088ms step_avg:31.16ms
step:68/1480 train_time:2122ms step_avg:31.21ms
step:69/1480 train_time:2150ms step_avg:31.16ms
step:70/1480 train_time:2184ms step_avg:31.20ms
step:71/1480 train_time:2212ms step_avg:31.16ms
step:72/1480 train_time:2246ms step_avg:31.20ms
step:73/1480 train_time:2274ms step_avg:31.16ms
step:74/1480 train_time:2308ms step_avg:31.19ms
step:75/1480 train_time:2336ms step_avg:31.15ms
step:76/1480 train_time:2370ms step_avg:31.18ms
step:77/1480 train_time:2398ms step_avg:31.14ms
step:78/1480 train_time:2432ms step_avg:31.17ms
step:79/1480 train_time:2459ms step_avg:31.13ms
step:80/1480 train_time:2493ms step_avg:31.17ms
step:81/1480 train_time:2521ms step_avg:31.12ms
step:82/1480 train_time:2555ms step_avg:31.16ms
step:83/1480 train_time:2584ms step_avg:31.13ms
step:84/1480 train_time:2618ms step_avg:31.17ms
step:85/1480 train_time:2646ms step_avg:31.13ms
step:86/1480 train_time:2680ms step_avg:31.16ms
step:87/1480 train_time:2707ms step_avg:31.12ms
step:88/1480 train_time:2741ms step_avg:31.15ms
step:89/1480 train_time:2769ms step_avg:31.11ms
step:90/1480 train_time:2803ms step_avg:31.14ms
step:91/1480 train_time:2831ms step_avg:31.11ms
step:92/1480 train_time:2865ms step_avg:31.14ms
step:93/1480 train_time:2893ms step_avg:31.11ms
step:94/1480 train_time:2927ms step_avg:31.14ms
step:95/1480 train_time:2955ms step_avg:31.11ms
step:96/1480 train_time:2989ms step_avg:31.14ms
step:97/1480 train_time:3017ms step_avg:31.10ms
step:98/1480 train_time:3051ms step_avg:31.13ms
step:99/1480 train_time:3079ms step_avg:31.10ms
step:100/1480 train_time:3113ms step_avg:31.13ms
step:101/1480 train_time:3140ms step_avg:31.09ms
step:102/1480 train_time:3174ms step_avg:31.12ms
step:103/1480 train_time:3203ms step_avg:31.10ms
step:104/1480 train_time:3237ms step_avg:31.13ms
step:105/1480 train_time:3264ms step_avg:31.09ms
step:106/1480 train_time:3299ms step_avg:31.12ms
step:107/1480 train_time:3326ms step_avg:31.08ms
step:108/1480 train_time:3360ms step_avg:31.11ms
step:109/1480 train_time:3387ms step_avg:31.08ms
step:110/1480 train_time:3422ms step_avg:31.11ms
step:111/1480 train_time:3449ms step_avg:31.07ms
step:112/1480 train_time:3484ms step_avg:31.11ms
step:113/1480 train_time:3511ms step_avg:31.07ms
step:114/1480 train_time:3545ms step_avg:31.10ms
step:115/1480 train_time:3573ms step_avg:31.07ms
step:116/1480 train_time:3607ms step_avg:31.09ms
step:117/1480 train_time:3634ms step_avg:31.06ms
step:118/1480 train_time:3668ms step_avg:31.09ms
step:119/1480 train_time:3696ms step_avg:31.06ms
step:120/1480 train_time:3730ms step_avg:31.08ms
step:121/1480 train_time:3758ms step_avg:31.06ms
step:122/1480 train_time:3792ms step_avg:31.08ms
step:123/1480 train_time:3819ms step_avg:31.05ms
step:124/1480 train_time:3854ms step_avg:31.08ms
step:125/1480 train_time:3881ms step_avg:31.05ms
step:126/1480 train_time:3915ms step_avg:31.08ms
step:127/1480 train_time:3943ms step_avg:31.05ms
step:128/1480 train_time:3977ms step_avg:31.07ms
step:129/1480 train_time:4005ms step_avg:31.05ms
step:130/1480 train_time:4039ms step_avg:31.07ms
step:131/1480 train_time:4067ms step_avg:31.04ms
step:132/1480 train_time:4101ms step_avg:31.07ms
step:133/1480 train_time:4128ms step_avg:31.04ms
step:134/1480 train_time:4163ms step_avg:31.06ms
step:135/1480 train_time:4191ms step_avg:31.04ms
step:136/1480 train_time:4225ms step_avg:31.07ms
step:137/1480 train_time:4253ms step_avg:31.05ms
step:138/1480 train_time:4287ms step_avg:31.07ms
step:139/1480 train_time:4315ms step_avg:31.04ms
step:140/1480 train_time:4349ms step_avg:31.06ms
step:141/1480 train_time:4376ms step_avg:31.04ms
step:142/1480 train_time:4410ms step_avg:31.06ms
step:143/1480 train_time:4438ms step_avg:31.04ms
step:144/1480 train_time:4472ms step_avg:31.05ms
step:145/1480 train_time:4500ms step_avg:31.03ms
step:146/1480 train_time:4533ms step_avg:31.05ms
step:147/1480 train_time:4561ms step_avg:31.03ms
step:148/1480 train_time:4595ms step_avg:31.05ms
step:149/1480 train_time:4623ms step_avg:31.03ms
step:150/1480 train_time:4657ms step_avg:31.05ms
step:151/1480 train_time:4685ms step_avg:31.03ms
step:152/1480 train_time:4719ms step_avg:31.05ms
step:153/1480 train_time:4747ms step_avg:31.03ms
step:154/1480 train_time:4781ms step_avg:31.04ms
step:155/1480 train_time:4808ms step_avg:31.02ms
step:156/1480 train_time:4842ms step_avg:31.04ms
step:157/1480 train_time:4870ms step_avg:31.02ms
step:158/1480 train_time:4904ms step_avg:31.04ms
step:159/1480 train_time:4932ms step_avg:31.02ms
step:160/1480 train_time:4966ms step_avg:31.04ms
step:161/1480 train_time:4994ms step_avg:31.02ms
step:162/1480 train_time:5028ms step_avg:31.04ms
step:163/1480 train_time:5056ms step_avg:31.02ms
step:164/1480 train_time:5090ms step_avg:31.03ms
step:165/1480 train_time:5117ms step_avg:31.01ms
step:166/1480 train_time:5152ms step_avg:31.03ms
step:167/1480 train_time:5180ms step_avg:31.02ms
step:168/1480 train_time:5213ms step_avg:31.03ms
step:169/1480 train_time:5241ms step_avg:31.01ms
step:170/1480 train_time:5275ms step_avg:31.03ms
step:171/1480 train_time:5303ms step_avg:31.01ms
step:172/1480 train_time:5337ms step_avg:31.03ms
step:173/1480 train_time:5365ms step_avg:31.01ms
step:174/1480 train_time:5399ms step_avg:31.03ms
step:175/1480 train_time:5427ms step_avg:31.01ms
step:176/1480 train_time:5460ms step_avg:31.03ms
step:177/1480 train_time:5488ms step_avg:31.01ms
step:178/1480 train_time:5522ms step_avg:31.02ms
step:179/1480 train_time:5550ms step_avg:31.01ms
step:180/1480 train_time:5584ms step_avg:31.02ms
step:181/1480 train_time:5612ms step_avg:31.00ms
step:182/1480 train_time:5646ms step_avg:31.02ms
step:183/1480 train_time:5673ms step_avg:31.00ms
step:184/1480 train_time:5707ms step_avg:31.02ms
step:185/1480 train_time:5735ms step_avg:31.00ms
step:186/1480 train_time:5769ms step_avg:31.01ms
step:187/1480 train_time:5797ms step_avg:31.00ms
step:188/1480 train_time:5830ms step_avg:31.01ms
step:189/1480 train_time:5858ms step_avg:31.00ms
step:190/1480 train_time:5893ms step_avg:31.01ms
step:191/1480 train_time:5920ms step_avg:30.99ms
step:192/1480 train_time:5954ms step_avg:31.01ms
step:193/1480 train_time:5981ms step_avg:30.99ms
step:194/1480 train_time:6016ms step_avg:31.01ms
step:195/1480 train_time:6043ms step_avg:30.99ms
step:196/1480 train_time:6077ms step_avg:31.01ms
step:197/1480 train_time:6105ms step_avg:30.99ms
step:198/1480 train_time:6139ms step_avg:31.00ms
step:199/1480 train_time:6167ms step_avg:30.99ms
step:200/1480 train_time:6201ms step_avg:31.00ms
step:201/1480 train_time:6228ms step_avg:30.99ms
step:202/1480 train_time:6262ms step_avg:31.00ms
step:203/1480 train_time:6290ms step_avg:30.99ms
step:204/1480 train_time:6324ms step_avg:31.00ms
step:205/1480 train_time:6352ms step_avg:30.99ms
step:206/1480 train_time:6386ms step_avg:31.00ms
step:207/1480 train_time:6414ms step_avg:30.99ms
step:208/1480 train_time:6448ms step_avg:31.00ms
step:209/1480 train_time:6476ms step_avg:30.98ms
step:210/1480 train_time:6510ms step_avg:31.00ms
step:211/1480 train_time:6538ms step_avg:30.98ms
step:212/1480 train_time:6572ms step_avg:31.00ms
step:213/1480 train_time:6599ms step_avg:30.98ms
step:214/1480 train_time:6633ms step_avg:31.00ms
step:215/1480 train_time:6661ms step_avg:30.98ms
step:216/1480 train_time:6695ms step_avg:31.00ms
step:217/1480 train_time:6723ms step_avg:30.98ms
step:218/1480 train_time:6757ms step_avg:31.00ms
step:219/1480 train_time:6785ms step_avg:30.98ms
step:220/1480 train_time:6819ms step_avg:31.00ms
step:221/1480 train_time:6846ms step_avg:30.98ms
step:222/1480 train_time:6880ms step_avg:30.99ms
step:223/1480 train_time:6908ms step_avg:30.98ms
step:224/1480 train_time:6941ms step_avg:30.99ms
step:225/1480 train_time:6970ms step_avg:30.98ms
step:226/1480 train_time:7004ms step_avg:30.99ms
step:227/1480 train_time:7032ms step_avg:30.98ms
step:228/1480 train_time:7066ms step_avg:30.99ms
step:229/1480 train_time:7093ms step_avg:30.98ms
step:230/1480 train_time:7127ms step_avg:30.99ms
step:231/1480 train_time:7156ms step_avg:30.98ms
step:232/1480 train_time:7189ms step_avg:30.99ms
step:233/1480 train_time:7217ms step_avg:30.97ms
step:234/1480 train_time:7251ms step_avg:30.99ms
step:235/1480 train_time:7278ms step_avg:30.97ms
step:236/1480 train_time:7312ms step_avg:30.98ms
step:237/1480 train_time:7340ms step_avg:30.97ms
step:238/1480 train_time:7374ms step_avg:30.98ms
step:239/1480 train_time:7402ms step_avg:30.97ms
step:240/1480 train_time:7436ms step_avg:30.98ms
step:241/1480 train_time:7464ms step_avg:30.97ms
step:242/1480 train_time:7499ms step_avg:30.99ms
step:243/1480 train_time:7526ms step_avg:30.97ms
step:244/1480 train_time:7560ms step_avg:30.98ms
step:245/1480 train_time:7587ms step_avg:30.97ms
step:246/1480 train_time:7621ms step_avg:30.98ms
step:247/1480 train_time:7649ms step_avg:30.97ms
step:248/1480 train_time:7683ms step_avg:30.98ms
step:249/1480 train_time:7711ms step_avg:30.97ms
step:250/1480 train_time:7745ms step_avg:30.98ms
step:250/1480 val_loss:4.4800 train_time:7782ms step_avg:31.13ms
step:251/1480 train_time:7802ms step_avg:31.08ms
step:252/1480 train_time:7820ms step_avg:31.03ms
step:253/1480 train_time:7838ms step_avg:30.98ms
step:254/1480 train_time:7873ms step_avg:31.00ms
step:255/1480 train_time:7902ms step_avg:30.99ms
step:256/1480 train_time:7937ms step_avg:31.00ms
step:257/1480 train_time:7966ms step_avg:31.00ms
step:258/1480 train_time:8000ms step_avg:31.01ms
step:259/1480 train_time:8028ms step_avg:31.00ms
step:260/1480 train_time:8062ms step_avg:31.01ms
step:261/1480 train_time:8090ms step_avg:31.00ms
step:262/1480 train_time:8124ms step_avg:31.01ms
step:263/1480 train_time:8152ms step_avg:30.99ms
step:264/1480 train_time:8185ms step_avg:31.00ms
step:265/1480 train_time:8213ms step_avg:30.99ms
step:266/1480 train_time:8247ms step_avg:31.00ms
step:267/1480 train_time:8275ms step_avg:30.99ms
step:268/1480 train_time:8309ms step_avg:31.00ms
step:269/1480 train_time:8336ms step_avg:30.99ms
step:270/1480 train_time:8370ms step_avg:31.00ms
step:271/1480 train_time:8398ms step_avg:30.99ms
step:272/1480 train_time:8432ms step_avg:31.00ms
step:273/1480 train_time:8459ms step_avg:30.98ms
step:274/1480 train_time:8493ms step_avg:30.99ms
step:275/1480 train_time:8520ms step_avg:30.98ms
step:276/1480 train_time:8554ms step_avg:30.99ms
step:277/1480 train_time:8582ms step_avg:30.98ms
step:278/1480 train_time:8616ms step_avg:30.99ms
step:279/1480 train_time:8643ms step_avg:30.98ms
step:280/1480 train_time:8677ms step_avg:30.99ms
step:281/1480 train_time:8705ms step_avg:30.98ms
step:282/1480 train_time:8739ms step_avg:30.99ms
step:283/1480 train_time:8766ms step_avg:30.98ms
step:284/1480 train_time:8800ms step_avg:30.99ms
step:285/1480 train_time:8828ms step_avg:30.98ms
step:286/1480 train_time:8862ms step_avg:30.99ms
step:287/1480 train_time:8890ms step_avg:30.97ms
step:288/1480 train_time:8924ms step_avg:30.99ms
step:289/1480 train_time:8952ms step_avg:30.98ms
step:290/1480 train_time:8987ms step_avg:30.99ms
step:291/1480 train_time:9014ms step_avg:30.98ms
step:292/1480 train_time:9049ms step_avg:30.99ms
step:293/1480 train_time:9076ms step_avg:30.98ms
step:294/1480 train_time:9111ms step_avg:30.99ms
step:295/1480 train_time:9138ms step_avg:30.98ms
step:296/1480 train_time:9172ms step_avg:30.99ms
step:297/1480 train_time:9200ms step_avg:30.97ms
step:298/1480 train_time:9234ms step_avg:30.99ms
step:299/1480 train_time:9262ms step_avg:30.98ms
step:300/1480 train_time:9296ms step_avg:30.99ms
step:301/1480 train_time:9324ms step_avg:30.98ms
step:302/1480 train_time:9358ms step_avg:30.99ms
step:303/1480 train_time:9385ms step_avg:30.97ms
step:304/1480 train_time:9419ms step_avg:30.98ms
step:305/1480 train_time:9447ms step_avg:30.97ms
step:306/1480 train_time:9481ms step_avg:30.98ms
step:307/1480 train_time:9509ms step_avg:30.97ms
step:308/1480 train_time:9542ms step_avg:30.98ms
step:309/1480 train_time:9570ms step_avg:30.97ms
step:310/1480 train_time:9604ms step_avg:30.98ms
step:311/1480 train_time:9632ms step_avg:30.97ms
step:312/1480 train_time:9666ms step_avg:30.98ms
step:313/1480 train_time:9693ms step_avg:30.97ms
step:314/1480 train_time:9727ms step_avg:30.98ms
step:315/1480 train_time:9755ms step_avg:30.97ms
step:316/1480 train_time:9789ms step_avg:30.98ms
step:317/1480 train_time:9816ms step_avg:30.97ms
step:318/1480 train_time:9850ms step_avg:30.98ms
step:319/1480 train_time:9878ms step_avg:30.97ms
step:320/1480 train_time:9912ms step_avg:30.98ms
step:321/1480 train_time:9940ms step_avg:30.96ms
step:322/1480 train_time:9974ms step_avg:30.97ms
step:323/1480 train_time:10002ms step_avg:30.97ms
step:324/1480 train_time:10036ms step_avg:30.98ms
step:325/1480 train_time:10064ms step_avg:30.97ms
step:326/1480 train_time:10097ms step_avg:30.97ms
step:327/1480 train_time:10125ms step_avg:30.96ms
step:328/1480 train_time:10160ms step_avg:30.97ms
step:329/1480 train_time:10187ms step_avg:30.96ms
step:330/1480 train_time:10221ms step_avg:30.97ms
step:331/1480 train_time:10249ms step_avg:30.96ms
step:332/1480 train_time:10283ms step_avg:30.97ms
step:333/1480 train_time:10311ms step_avg:30.96ms
step:334/1480 train_time:10345ms step_avg:30.97ms
step:335/1480 train_time:10372ms step_avg:30.96ms
step:336/1480 train_time:10407ms step_avg:30.97ms
step:337/1480 train_time:10434ms step_avg:30.96ms
step:338/1480 train_time:10468ms step_avg:30.97ms
step:339/1480 train_time:10496ms step_avg:30.96ms
step:340/1480 train_time:10530ms step_avg:30.97ms
step:341/1480 train_time:10557ms step_avg:30.96ms
step:342/1480 train_time:10591ms step_avg:30.97ms
step:343/1480 train_time:10619ms step_avg:30.96ms
step:344/1480 train_time:10653ms step_avg:30.97ms
step:345/1480 train_time:10681ms step_avg:30.96ms
step:346/1480 train_time:10715ms step_avg:30.97ms
step:347/1480 train_time:10743ms step_avg:30.96ms
step:348/1480 train_time:10777ms step_avg:30.97ms
step:349/1480 train_time:10805ms step_avg:30.96ms
step:350/1480 train_time:10839ms step_avg:30.97ms
step:351/1480 train_time:10866ms step_avg:30.96ms
step:352/1480 train_time:10900ms step_avg:30.97ms
step:353/1480 train_time:10927ms step_avg:30.96ms
step:354/1480 train_time:10962ms step_avg:30.97ms
step:355/1480 train_time:10989ms step_avg:30.96ms
step:356/1480 train_time:11024ms step_avg:30.96ms
step:357/1480 train_time:11051ms step_avg:30.96ms
step:358/1480 train_time:11085ms step_avg:30.96ms
step:359/1480 train_time:11113ms step_avg:30.96ms
step:360/1480 train_time:11147ms step_avg:30.97ms
step:361/1480 train_time:11175ms step_avg:30.96ms
step:362/1480 train_time:11209ms step_avg:30.97ms
step:363/1480 train_time:11237ms step_avg:30.96ms
step:364/1480 train_time:11271ms step_avg:30.96ms
step:365/1480 train_time:11298ms step_avg:30.95ms
step:366/1480 train_time:11332ms step_avg:30.96ms
step:367/1480 train_time:11360ms step_avg:30.95ms
step:368/1480 train_time:11394ms step_avg:30.96ms
step:369/1480 train_time:11422ms step_avg:30.95ms
step:370/1480 train_time:11456ms step_avg:30.96ms
step:371/1480 train_time:11484ms step_avg:30.95ms
step:372/1480 train_time:11517ms step_avg:30.96ms
step:373/1480 train_time:11545ms step_avg:30.95ms
step:374/1480 train_time:11579ms step_avg:30.96ms
step:375/1480 train_time:11607ms step_avg:30.95ms
step:376/1480 train_time:11640ms step_avg:30.96ms
step:377/1480 train_time:11668ms step_avg:30.95ms
step:378/1480 train_time:11702ms step_avg:30.96ms
step:379/1480 train_time:11730ms step_avg:30.95ms
step:380/1480 train_time:11764ms step_avg:30.96ms
step:381/1480 train_time:11792ms step_avg:30.95ms
step:382/1480 train_time:11826ms step_avg:30.96ms
step:383/1480 train_time:11853ms step_avg:30.95ms
step:384/1480 train_time:11887ms step_avg:30.96ms
step:385/1480 train_time:11915ms step_avg:30.95ms
step:386/1480 train_time:11949ms step_avg:30.96ms
step:387/1480 train_time:11977ms step_avg:30.95ms
step:388/1480 train_time:12011ms step_avg:30.96ms
step:389/1480 train_time:12038ms step_avg:30.95ms
step:390/1480 train_time:12072ms step_avg:30.96ms
step:391/1480 train_time:12100ms step_avg:30.95ms
step:392/1480 train_time:12134ms step_avg:30.95ms
step:393/1480 train_time:12163ms step_avg:30.95ms
step:394/1480 train_time:12197ms step_avg:30.96ms
step:395/1480 train_time:12224ms step_avg:30.95ms
step:396/1480 train_time:12258ms step_avg:30.95ms
step:397/1480 train_time:12286ms step_avg:30.95ms
step:398/1480 train_time:12320ms step_avg:30.95ms
step:399/1480 train_time:12348ms step_avg:30.95ms
step:400/1480 train_time:12382ms step_avg:30.95ms
step:401/1480 train_time:12410ms step_avg:30.95ms
step:402/1480 train_time:12444ms step_avg:30.95ms
step:403/1480 train_time:12471ms step_avg:30.95ms
step:404/1480 train_time:12505ms step_avg:30.95ms
step:405/1480 train_time:12533ms step_avg:30.94ms
step:406/1480 train_time:12567ms step_avg:30.95ms
step:407/1480 train_time:12594ms step_avg:30.94ms
step:408/1480 train_time:12628ms step_avg:30.95ms
step:409/1480 train_time:12656ms step_avg:30.94ms
step:410/1480 train_time:12690ms step_avg:30.95ms
step:411/1480 train_time:12717ms step_avg:30.94ms
step:412/1480 train_time:12751ms step_avg:30.95ms
step:413/1480 train_time:12779ms step_avg:30.94ms
step:414/1480 train_time:12813ms step_avg:30.95ms
step:415/1480 train_time:12841ms step_avg:30.94ms
step:416/1480 train_time:12875ms step_avg:30.95ms
step:417/1480 train_time:12903ms step_avg:30.94ms
step:418/1480 train_time:12937ms step_avg:30.95ms
step:419/1480 train_time:12964ms step_avg:30.94ms
step:420/1480 train_time:12998ms step_avg:30.95ms
step:421/1480 train_time:13026ms step_avg:30.94ms
step:422/1480 train_time:13060ms step_avg:30.95ms
step:423/1480 train_time:13088ms step_avg:30.94ms
step:424/1480 train_time:13121ms step_avg:30.95ms
step:425/1480 train_time:13149ms step_avg:30.94ms
step:426/1480 train_time:13183ms step_avg:30.95ms
step:427/1480 train_time:13211ms step_avg:30.94ms
