W0420 01:35:26.117000 90479 torch/distributed/run.py:852] 
W0420 01:35:26.117000 90479 torch/distributed/run.py:852] *****************************************
W0420 01:35:26.117000 90479 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0420 01:35:26.117000 90479 torch/distributed/run.py:852] *****************************************
[Gloo] Rank 0 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 1 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 2 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 3 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank [Gloo] Rank [Gloo] Rank [Gloo] Rank 4576 is connected to  is connected to  is connected to  is connected to 7777 peer ranks.  peer ranks.  peer ranks.  peer ranks. Expected number of connected peer ranks is : Expected number of connected peer ranks is : Expected number of connected peer ranks is : Expected number of connected peer ranks is : 7777



Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 99864.38it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 56299.38it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 93206.76it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 96420.78it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 102927.71it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 77672.30it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 86928.58it/s]
logs/3a36d40b-06fd-4855-bfe0-db86b3b88423.txt
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 92182.51it/s]
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 478, 479, 480, 481, 958, 959, 960, 961, 1438, 1439, 1440, 1441] for warmup
Resetting Model
step:0/1480 val_loss:10.8320 train_time:0ms step_avg:0.03ms
step:1/1480 train_time:63ms step_avg:63.19ms
step:56/1480 train_time:1748ms step_avg:31.21ms
step:57/1480 train_time:1776ms step_avg:31.15ms
step:58/1480 train_time:1809ms step_avg:31.20ms
step:59/1480 train_time:1838ms step_avg:31.15ms
step:60/1480 train_time:1872ms step_avg:31.20ms
step:61/1480 train_time:1900ms step_avg:31.15ms
step:62/1480 train_time:1934ms step_avg:31.20ms
step:63/1480 train_time:1963ms step_avg:31.15ms
step:64/1480 train_time:1997ms step_avg:31.20ms
step:65/1480 train_time:2025ms step_avg:31.15ms
step:66/1480 train_time:2059ms step_avg:31.19ms
step:67/1480 train_time:2087ms step_avg:31.14ms
step:68/1480 train_time:2121ms step_avg:31.19ms
step:69/1480 train_time:2149ms step_avg:31.15ms
step:70/1480 train_time:2183ms step_avg:31.18ms
step:71/1480 train_time:2211ms step_avg:31.14ms
step:72/1480 train_time:2245ms step_avg:31.17ms
step:73/1480 train_time:2273ms step_avg:31.13ms
step:74/1480 train_time:2307ms step_avg:31.17ms
step:75/1480 train_time:2335ms step_avg:31.14ms
step:76/1480 train_time:2369ms step_avg:31.18ms
step:77/1480 train_time:2398ms step_avg:31.14ms
step:78/1480 train_time:2432ms step_avg:31.18ms
step:79/1480 train_time:2460ms step_avg:31.14ms
step:80/1480 train_time:2494ms step_avg:31.18ms
step:81/1480 train_time:2523ms step_avg:31.14ms
step:82/1480 train_time:2556ms step_avg:31.17ms
step:83/1480 train_time:2584ms step_avg:31.13ms
step:84/1480 train_time:2618ms step_avg:31.17ms
step:85/1480 train_time:2646ms step_avg:31.13ms
step:86/1480 train_time:2681ms step_avg:31.17ms
step:87/1480 train_time:2709ms step_avg:31.14ms
step:88/1480 train_time:2743ms step_avg:31.17ms
step:89/1480 train_time:2770ms step_avg:31.13ms
step:90/1480 train_time:2805ms step_avg:31.17ms
step:91/1480 train_time:2833ms step_avg:31.13ms
step:92/1480 train_time:2867ms step_avg:31.16ms
step:93/1480 train_time:2895ms step_avg:31.13ms
step:94/1480 train_time:2929ms step_avg:31.16ms
step:95/1480 train_time:2958ms step_avg:31.14ms
step:96/1480 train_time:2992ms step_avg:31.16ms
step:97/1480 train_time:3020ms step_avg:31.14ms
step:98/1480 train_time:3054ms step_avg:31.16ms
step:99/1480 train_time:3082ms step_avg:31.13ms
step:100/1480 train_time:3117ms step_avg:31.17ms
step:101/1480 train_time:3144ms step_avg:31.13ms
step:102/1480 train_time:3179ms step_avg:31.16ms
step:103/1480 train_time:3207ms step_avg:31.13ms
step:104/1480 train_time:3241ms step_avg:31.16ms
step:105/1480 train_time:3269ms step_avg:31.13ms
step:106/1480 train_time:3303ms step_avg:31.16ms
step:107/1480 train_time:3331ms step_avg:31.13ms
step:108/1480 train_time:3364ms step_avg:31.15ms
step:109/1480 train_time:3392ms step_avg:31.12ms
step:110/1480 train_time:3426ms step_avg:31.15ms
step:111/1480 train_time:3455ms step_avg:31.12ms
step:112/1480 train_time:3488ms step_avg:31.15ms
step:113/1480 train_time:3517ms step_avg:31.12ms
step:114/1480 train_time:3550ms step_avg:31.14ms
step:115/1480 train_time:3579ms step_avg:31.12ms
step:116/1480 train_time:3612ms step_avg:31.14ms
step:117/1480 train_time:3640ms step_avg:31.11ms
step:118/1480 train_time:3674ms step_avg:31.14ms
step:119/1480 train_time:3702ms step_avg:31.11ms
step:120/1480 train_time:3736ms step_avg:31.13ms
step:121/1480 train_time:3764ms step_avg:31.11ms
step:122/1480 train_time:3798ms step_avg:31.14ms
step:123/1480 train_time:3826ms step_avg:31.11ms
step:124/1480 train_time:3860ms step_avg:31.13ms
step:125/1480 train_time:3888ms step_avg:31.10ms
step:126/1480 train_time:3922ms step_avg:31.13ms
step:127/1480 train_time:3950ms step_avg:31.10ms
step:128/1480 train_time:3984ms step_avg:31.12ms
step:129/1480 train_time:4012ms step_avg:31.10ms
step:130/1480 train_time:4046ms step_avg:31.12ms
step:131/1480 train_time:4074ms step_avg:31.10ms
step:132/1480 train_time:4108ms step_avg:31.12ms
step:133/1480 train_time:4136ms step_avg:31.10ms
step:134/1480 train_time:4170ms step_avg:31.12ms
step:135/1480 train_time:4199ms step_avg:31.10ms
step:136/1480 train_time:4232ms step_avg:31.12ms
step:137/1480 train_time:4261ms step_avg:31.10ms
step:138/1480 train_time:4294ms step_avg:31.12ms
step:139/1480 train_time:4323ms step_avg:31.10ms
step:140/1480 train_time:4356ms step_avg:31.12ms
step:141/1480 train_time:4384ms step_avg:31.10ms
step:142/1480 train_time:4418ms step_avg:31.12ms
step:143/1480 train_time:4446ms step_avg:31.09ms
step:144/1480 train_time:4481ms step_avg:31.12ms
step:145/1480 train_time:4509ms step_avg:31.10ms
step:146/1480 train_time:4543ms step_avg:31.12ms
step:147/1480 train_time:4571ms step_avg:31.09ms
step:148/1480 train_time:4605ms step_avg:31.11ms
step:149/1480 train_time:4633ms step_avg:31.09ms
step:150/1480 train_time:4667ms step_avg:31.11ms
step:151/1480 train_time:4695ms step_avg:31.09ms
step:152/1480 train_time:4729ms step_avg:31.11ms
step:153/1480 train_time:4758ms step_avg:31.10ms
step:154/1480 train_time:4791ms step_avg:31.11ms
step:155/1480 train_time:4820ms step_avg:31.10ms
step:156/1480 train_time:4853ms step_avg:31.11ms
step:157/1480 train_time:4881ms step_avg:31.09ms
step:158/1480 train_time:4915ms step_avg:31.11ms
step:159/1480 train_time:4943ms step_avg:31.09ms
step:160/1480 train_time:4977ms step_avg:31.11ms
step:161/1480 train_time:5005ms step_avg:31.09ms
step:162/1480 train_time:5039ms step_avg:31.10ms
step:163/1480 train_time:5067ms step_avg:31.08ms
step:164/1480 train_time:5101ms step_avg:31.10ms
step:165/1480 train_time:5129ms step_avg:31.08ms
step:166/1480 train_time:5163ms step_avg:31.10ms
step:167/1480 train_time:5191ms step_avg:31.08ms
step:168/1480 train_time:5225ms step_avg:31.10ms
step:169/1480 train_time:5253ms step_avg:31.08ms
step:170/1480 train_time:5287ms step_avg:31.10ms
step:171/1480 train_time:5315ms step_avg:31.08ms
step:172/1480 train_time:5349ms step_avg:31.10ms
step:173/1480 train_time:5378ms step_avg:31.09ms
step:174/1480 train_time:5411ms step_avg:31.10ms
step:175/1480 train_time:5440ms step_avg:31.08ms
step:176/1480 train_time:5473ms step_avg:31.10ms
step:177/1480 train_time:5501ms step_avg:31.08ms
step:178/1480 train_time:5535ms step_avg:31.10ms
step:179/1480 train_time:5563ms step_avg:31.08ms
step:180/1480 train_time:5597ms step_avg:31.10ms
step:181/1480 train_time:5625ms step_avg:31.08ms
step:182/1480 train_time:5660ms step_avg:31.10ms
step:183/1480 train_time:5688ms step_avg:31.08ms
step:184/1480 train_time:5722ms step_avg:31.10ms
step:185/1480 train_time:5750ms step_avg:31.08ms
step:186/1480 train_time:5783ms step_avg:31.09ms
step:187/1480 train_time:5811ms step_avg:31.08ms
step:188/1480 train_time:5845ms step_avg:31.09ms
step:189/1480 train_time:5873ms step_avg:31.08ms
step:190/1480 train_time:5907ms step_avg:31.09ms
step:191/1480 train_time:5936ms step_avg:31.08ms
step:192/1480 train_time:5969ms step_avg:31.09ms
step:193/1480 train_time:5998ms step_avg:31.08ms
step:194/1480 train_time:6031ms step_avg:31.09ms
step:195/1480 train_time:6060ms step_avg:31.08ms
step:196/1480 train_time:6093ms step_avg:31.09ms
step:197/1480 train_time:6122ms step_avg:31.08ms
step:198/1480 train_time:6156ms step_avg:31.09ms
step:199/1480 train_time:6183ms step_avg:31.07ms
step:200/1480 train_time:6218ms step_avg:31.09ms
step:201/1480 train_time:6245ms step_avg:31.07ms
step:202/1480 train_time:6279ms step_avg:31.08ms
step:203/1480 train_time:6307ms step_avg:31.07ms
step:204/1480 train_time:6341ms step_avg:31.08ms
step:205/1480 train_time:6369ms step_avg:31.07ms
step:206/1480 train_time:6403ms step_avg:31.08ms
step:207/1480 train_time:6431ms step_avg:31.07ms
step:208/1480 train_time:6464ms step_avg:31.08ms
step:209/1480 train_time:6493ms step_avg:31.07ms
step:210/1480 train_time:6527ms step_avg:31.08ms
step:211/1480 train_time:6555ms step_avg:31.07ms
step:212/1480 train_time:6589ms step_avg:31.08ms
step:213/1480 train_time:6618ms step_avg:31.07ms
step:214/1480 train_time:6651ms step_avg:31.08ms
step:215/1480 train_time:6680ms step_avg:31.07ms
step:216/1480 train_time:6713ms step_avg:31.08ms
step:217/1480 train_time:6741ms step_avg:31.07ms
step:218/1480 train_time:6775ms step_avg:31.08ms
step:219/1480 train_time:6803ms step_avg:31.06ms
step:220/1480 train_time:6837ms step_avg:31.08ms
step:221/1480 train_time:6865ms step_avg:31.06ms
step:222/1480 train_time:6899ms step_avg:31.08ms
step:223/1480 train_time:6927ms step_avg:31.06ms
step:224/1480 train_time:6961ms step_avg:31.08ms
step:225/1480 train_time:6989ms step_avg:31.06ms
step:226/1480 train_time:7023ms step_avg:31.08ms
step:227/1480 train_time:7051ms step_avg:31.06ms
step:228/1480 train_time:7085ms step_avg:31.07ms
step:229/1480 train_time:7113ms step_avg:31.06ms
step:230/1480 train_time:7147ms step_avg:31.07ms
step:231/1480 train_time:7175ms step_avg:31.06ms
step:232/1480 train_time:7208ms step_avg:31.07ms
step:233/1480 train_time:7237ms step_avg:31.06ms
step:234/1480 train_time:7270ms step_avg:31.07ms
step:235/1480 train_time:7298ms step_avg:31.06ms
step:236/1480 train_time:7332ms step_avg:31.07ms
step:237/1480 train_time:7360ms step_avg:31.06ms
step:238/1480 train_time:7394ms step_avg:31.07ms
step:239/1480 train_time:7422ms step_avg:31.05ms
step:240/1480 train_time:7455ms step_avg:31.06ms
step:241/1480 train_time:7483ms step_avg:31.05ms
step:242/1480 train_time:7517ms step_avg:31.06ms
step:243/1480 train_time:7545ms step_avg:31.05ms
step:244/1480 train_time:7579ms step_avg:31.06ms
step:245/1480 train_time:7607ms step_avg:31.05ms
step:246/1480 train_time:7641ms step_avg:31.06ms
step:247/1480 train_time:7669ms step_avg:31.05ms
step:248/1480 train_time:7703ms step_avg:31.06ms
step:249/1480 train_time:7731ms step_avg:31.05ms
step:250/1480 train_time:7765ms step_avg:31.06ms
step:250/1480 val_loss:4.5038 train_time:7803ms step_avg:31.21ms
step:251/1480 train_time:7817ms step_avg:31.14ms
step:252/1480 train_time:7833ms step_avg:31.08ms
step:253/1480 train_time:7857ms step_avg:31.06ms
step:254/1480 train_time:7892ms step_avg:31.07ms
step:255/1480 train_time:7922ms step_avg:31.07ms
step:256/1480 train_time:7956ms step_avg:31.08ms
step:257/1480 train_time:7985ms step_avg:31.07ms
step:258/1480 train_time:8019ms step_avg:31.08ms
step:259/1480 train_time:8047ms step_avg:31.07ms
step:260/1480 train_time:8081ms step_avg:31.08ms
step:261/1480 train_time:8110ms step_avg:31.07ms
step:262/1480 train_time:8143ms step_avg:31.08ms
step:263/1480 train_time:8172ms step_avg:31.07ms
step:264/1480 train_time:8205ms step_avg:31.08ms
step:265/1480 train_time:8233ms step_avg:31.07ms
step:266/1480 train_time:8267ms step_avg:31.08ms
step:267/1480 train_time:8295ms step_avg:31.07ms
step:268/1480 train_time:8329ms step_avg:31.08ms
step:269/1480 train_time:8356ms step_avg:31.06ms
step:270/1480 train_time:8390ms step_avg:31.07ms
step:271/1480 train_time:8418ms step_avg:31.06ms
step:272/1480 train_time:8452ms step_avg:31.07ms
step:273/1480 train_time:8480ms step_avg:31.06ms
step:274/1480 train_time:8513ms step_avg:31.07ms
step:275/1480 train_time:8541ms step_avg:31.06ms
step:276/1480 train_time:8575ms step_avg:31.07ms
step:277/1480 train_time:8603ms step_avg:31.06ms
step:278/1480 train_time:8637ms step_avg:31.07ms
step:279/1480 train_time:8665ms step_avg:31.06ms
step:280/1480 train_time:8699ms step_avg:31.07ms
step:281/1480 train_time:8727ms step_avg:31.06ms
step:282/1480 train_time:8760ms step_avg:31.06ms
step:283/1480 train_time:8788ms step_avg:31.05ms
step:284/1480 train_time:8822ms step_avg:31.06ms
step:285/1480 train_time:8850ms step_avg:31.05ms
step:286/1480 train_time:8884ms step_avg:31.06ms
step:287/1480 train_time:8913ms step_avg:31.06ms
step:288/1480 train_time:8947ms step_avg:31.07ms
step:289/1480 train_time:8976ms step_avg:31.06ms
step:290/1480 train_time:9010ms step_avg:31.07ms
step:291/1480 train_time:9038ms step_avg:31.06ms
step:292/1480 train_time:9072ms step_avg:31.07ms
step:293/1480 train_time:9100ms step_avg:31.06ms
step:294/1480 train_time:9134ms step_avg:31.07ms
step:295/1480 train_time:9163ms step_avg:31.06ms
step:296/1480 train_time:9196ms step_avg:31.07ms
step:297/1480 train_time:9225ms step_avg:31.06ms
step:298/1480 train_time:9258ms step_avg:31.07ms
step:299/1480 train_time:9286ms step_avg:31.06ms
step:300/1480 train_time:9320ms step_avg:31.07ms
step:301/1480 train_time:9349ms step_avg:31.06ms
step:302/1480 train_time:9382ms step_avg:31.07ms
step:303/1480 train_time:9410ms step_avg:31.06ms
step:304/1480 train_time:9444ms step_avg:31.07ms
step:305/1480 train_time:9472ms step_avg:31.05ms
step:306/1480 train_time:9505ms step_avg:31.06ms
step:307/1480 train_time:9533ms step_avg:31.05ms
step:308/1480 train_time:9567ms step_avg:31.06ms
step:309/1480 train_time:9595ms step_avg:31.05ms
step:310/1480 train_time:9629ms step_avg:31.06ms
step:311/1480 train_time:9657ms step_avg:31.05ms
step:312/1480 train_time:9691ms step_avg:31.06ms
step:313/1480 train_time:9719ms step_avg:31.05ms
step:314/1480 train_time:9752ms step_avg:31.06ms
step:315/1480 train_time:9780ms step_avg:31.05ms
step:316/1480 train_time:9814ms step_avg:31.06ms
step:317/1480 train_time:9843ms step_avg:31.05ms
step:318/1480 train_time:9876ms step_avg:31.06ms
step:319/1480 train_time:9905ms step_avg:31.05ms
step:320/1480 train_time:9939ms step_avg:31.06ms
step:321/1480 train_time:9967ms step_avg:31.05ms
step:322/1480 train_time:10001ms step_avg:31.06ms
step:323/1480 train_time:10029ms step_avg:31.05ms
step:324/1480 train_time:10063ms step_avg:31.06ms
step:325/1480 train_time:10091ms step_avg:31.05ms
step:326/1480 train_time:10125ms step_avg:31.06ms
step:327/1480 train_time:10153ms step_avg:31.05ms
step:328/1480 train_time:10187ms step_avg:31.06ms
step:329/1480 train_time:10215ms step_avg:31.05ms
step:330/1480 train_time:10249ms step_avg:31.06ms
step:331/1480 train_time:10277ms step_avg:31.05ms
step:332/1480 train_time:10311ms step_avg:31.06ms
step:333/1480 train_time:10339ms step_avg:31.05ms
step:334/1480 train_time:10373ms step_avg:31.06ms
step:335/1480 train_time:10401ms step_avg:31.05ms
step:336/1480 train_time:10435ms step_avg:31.06ms
step:337/1480 train_time:10463ms step_avg:31.05ms
step:338/1480 train_time:10497ms step_avg:31.06ms
step:339/1480 train_time:10525ms step_avg:31.05ms
step:340/1480 train_time:10559ms step_avg:31.06ms
step:341/1480 train_time:10587ms step_avg:31.05ms
step:342/1480 train_time:10621ms step_avg:31.06ms
step:343/1480 train_time:10649ms step_avg:31.05ms
step:344/1480 train_time:10683ms step_avg:31.06ms
step:345/1480 train_time:10711ms step_avg:31.05ms
step:346/1480 train_time:10745ms step_avg:31.05ms
step:347/1480 train_time:10772ms step_avg:31.04ms
step:348/1480 train_time:10806ms step_avg:31.05ms
step:349/1480 train_time:10834ms step_avg:31.04ms
step:350/1480 train_time:10869ms step_avg:31.05ms
step:351/1480 train_time:10897ms step_avg:31.05ms
step:352/1480 train_time:10931ms step_avg:31.05ms
step:353/1480 train_time:10959ms step_avg:31.05ms
step:354/1480 train_time:10993ms step_avg:31.05ms
step:355/1480 train_time:11020ms step_avg:31.04ms
step:356/1480 train_time:11054ms step_avg:31.05ms
step:357/1480 train_time:11083ms step_avg:31.04ms
step:358/1480 train_time:11117ms step_avg:31.05ms
step:359/1480 train_time:11145ms step_avg:31.05ms
step:360/1480 train_time:11179ms step_avg:31.05ms
step:361/1480 train_time:11207ms step_avg:31.05ms
step:362/1480 train_time:11241ms step_avg:31.05ms
step:363/1480 train_time:11269ms step_avg:31.05ms
step:364/1480 train_time:11303ms step_avg:31.05ms
step:365/1480 train_time:11331ms step_avg:31.04ms
step:366/1480 train_time:11365ms step_avg:31.05ms
step:367/1480 train_time:11393ms step_avg:31.04ms
step:368/1480 train_time:11427ms step_avg:31.05ms
step:369/1480 train_time:11455ms step_avg:31.04ms
step:370/1480 train_time:11489ms step_avg:31.05ms
step:371/1480 train_time:11517ms step_avg:31.04ms
step:372/1480 train_time:11551ms step_avg:31.05ms
step:373/1480 train_time:11579ms step_avg:31.04ms
step:374/1480 train_time:11613ms step_avg:31.05ms
step:375/1480 train_time:11640ms step_avg:31.04ms
step:376/1480 train_time:11674ms step_avg:31.05ms
step:377/1480 train_time:11703ms step_avg:31.04ms
step:378/1480 train_time:11736ms step_avg:31.05ms
step:379/1480 train_time:11765ms step_avg:31.04ms
step:380/1480 train_time:11799ms step_avg:31.05ms
step:381/1480 train_time:11827ms step_avg:31.04ms
step:382/1480 train_time:11861ms step_avg:31.05ms
step:383/1480 train_time:11889ms step_avg:31.04ms
step:384/1480 train_time:11922ms step_avg:31.05ms
step:385/1480 train_time:11950ms step_avg:31.04ms
step:386/1480 train_time:11984ms step_avg:31.05ms
step:387/1480 train_time:12012ms step_avg:31.04ms
step:388/1480 train_time:12046ms step_avg:31.05ms
step:389/1480 train_time:12074ms step_avg:31.04ms
step:390/1480 train_time:12108ms step_avg:31.05ms
step:391/1480 train_time:12136ms step_avg:31.04ms
step:392/1480 train_time:12170ms step_avg:31.05ms
step:393/1480 train_time:12198ms step_avg:31.04ms
step:394/1480 train_time:12232ms step_avg:31.05ms
step:395/1480 train_time:12260ms step_avg:31.04ms
step:396/1480 train_time:12294ms step_avg:31.05ms
step:397/1480 train_time:12322ms step_avg:31.04ms
step:398/1480 train_time:12356ms step_avg:31.05ms
step:399/1480 train_time:12384ms step_avg:31.04ms
step:400/1480 train_time:12418ms step_avg:31.04ms
step:401/1480 train_time:12446ms step_avg:31.04ms
step:402/1480 train_time:12480ms step_avg:31.04ms
step:403/1480 train_time:12508ms step_avg:31.04ms
step:404/1480 train_time:12542ms step_avg:31.04ms
step:405/1480 train_time:12570ms step_avg:31.04ms
step:406/1480 train_time:12604ms step_avg:31.04ms
step:407/1480 train_time:12632ms step_avg:31.04ms
step:408/1480 train_time:12665ms step_avg:31.04ms
step:409/1480 train_time:12693ms step_avg:31.03ms
step:410/1480 train_time:12727ms step_avg:31.04ms
step:411/1480 train_time:12755ms step_avg:31.03ms
step:412/1480 train_time:12789ms step_avg:31.04ms
step:413/1480 train_time:12817ms step_avg:31.03ms
step:414/1480 train_time:12851ms step_avg:31.04ms
step:415/1480 train_time:12879ms step_avg:31.03ms
step:416/1480 train_time:12913ms step_avg:31.04ms
step:417/1480 train_time:12941ms step_avg:31.03ms
step:418/1480 train_time:12975ms step_avg:31.04ms
step:419/1480 train_time:13004ms step_avg:31.03ms
step:420/1480 train_time:13037ms step_avg:31.04ms
step:421/1480 train_time:13065ms step_avg:31.03ms
step:422/1480 train_time:13099ms step_avg:31.04ms
step:423/1480 train_time:13127ms step_avg:31.03ms
step:424/1480 train_time:13161ms step_avg:31.04ms
step:425/1480 train_time:13189ms step_avg:31.03ms
step:426/1480 train_time:13223ms step_avg:31.04ms
step:427/1480 train_time:13251ms step_avg:31.03ms
step:428/1480 train_time:13285ms step_avg:31.04ms
step:429/1480 train_time:13313ms step_avg:31.03ms
step:430/1480 train_time:13347ms step_avg:31.04ms
step:431/1480 train_time:13375ms step_avg:31.03ms
step:432/1480 train_time:13409ms step_avg:31.04ms
